Year,Month,Running Month,Longitude,Latitude,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1,R-Median,R-S5,R-Mean,R-Observation number,R-Standard deviation,R-Mean day of the month,R-Fraction of daylight observations,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations
2004,12,24060,-158.1,24.1,2.0,2.0,2.0,2.0,1.0,0.0,14.0,1.0,16.4,16.4,16.4,16.4,1.0,0.0,14.0,1.0,6.34,6.34,6.34,6.34,1.0,0.0,14.0,1.0,52.0,52.0,52.0,52.0,1.0,0.0,14.0,1.0,24.5,24.5,24.5,24.5,1.0,0.0,14.0,1.0,22.5,22.5,22.5,22.5,1.0,0.0,14.0,1.0,12.77,12.77,12.77,12.77,1.0,0.0,14.0,1.0,75.7,75.7,75.7,75.7,1.0,0.0,14.0,1.0,8.2,8.2,8.2,8.2,1.0,0.0,14.0,1.0,7.71,7.71,7.71,7.71,1.0,0.0,14.0,1.0,2.8,2.8,2.8,2.8,1.0,0.0,14.0,1.0,1017.0,1017.0,1017.0,1017.0,1.0,0.0,14.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,14.0,1.0,63.2,63.2,63.2,63.2,1.0,0.0,14.0,1.0,23.0,23.0,23.0,23.0,1.0,0.0,14.0,1.0,173.4,173.4,173.4,173.4,1.0,0.0,14.0,1.0,63.1,63.1,63.1,63.1,1.0,0.0,14.0,1.0,98.4,98.4,98.4,98.4,1.0,0.0,14.0,1.0,35.8,35.8,35.8,35.8,1.0,0.0,14.0,1.0,48.8,48.8,48.8,48.8,1.0,0.0,14.0,1.0,17.8,17.8,17.8,17.8,1.0,0.0,14.0,1.0,551.5,551.5,551.5,551.5,1.0,0.0,14.0,1.0,550.0,550.0,550.0,550.0,1.0,0.0,14.0,1.0
2004,12,24060,-158.1,49.9,-4.5,-4.5,-4.5,-4.5,1.0,0.0,4.0,1.0,-76.5,-76.5,-76.5,-76.5,1.0,0.0,4.0,1.0,1.04,1.04,1.04,1.04,1.0,0.0,4.0,1.0,17.6,17.6,17.6,17.6,1.0,0.0,4.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,4.0,1.0,10.5,10.5,10.5,10.5,1.0,0.0,4.0,1.0,4.77,4.77,4.77,4.77,1.0,0.0,4.0,1.0,60.6,60.6,60.6,60.6,1.0,0.0,4.0,1.0,17.0,17.0,17.0,17.0,1.0,0.0,4.0,1.0,15.97,15.97,15.97,15.97,1.0,0.0,4.0,1.0,-5.81,-5.81,-5.81,-5.81,1.0,0.0,4.0,1.0,1009.1,1009.1,1009.1,1009.1,1.0,0.0,4.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,4.0,1.0,271.6,271.6,271.6,271.6,1.0,0.0,4.0,1.0,-98.8,-98.8,-98.8,-98.8,1.0,0.0,4.0,1.0,167.7,167.7,167.7,167.7,1.0,0.0,4.0,1.0,-61.1,-61.1,-61.1,-61.1,1.0,0.0,4.0,1.0,76.2,76.2,76.2,76.2,1.0,0.0,4.0,1.0,-27.8,-27.8,-27.8,-27.8,1.0,0.0,4.0,1.0,16.5,16.5,16.5,16.5,1.0,0.0,4.0,1.0,-6.0,-6.0,-6.0,-6.0,1.0,0.0,4.0,1.0,4913.0,4913.0,4913.0,4913.0,1.0,0.0,4.0,1.0,4915.0,4915.0,4915.0,4915.0,1.0,0.0,4.0,1.0
2004,12,24060,-158.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.5,-29.0,-20.4,-29.0,2.0,17.7,16.0,0.0,-4.0,3.3,10.5,3.3,2.0,14.9,16.0,0.0,102.5,301.0,384.5,258.0,5.0,161.0,16.0,0.4,105.0,300.0,385.0,260.0,5.0,160.0,16.0,0.4
2004,12,24060,-158.0,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,23.0,23.0,1.0,0.0,2.0,0.0,21.61,21.61,21.61,21.61,1.0,0.0,2.0,0.0,7.87,7.87,7.87,7.87,1.0,0.0,2.0,0.0,1014.1,1014.1,1014.1,1014.1,1.0,0.0,2.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,2.0,0.0,497.1,497.1,497.1,497.1,1.0,0.0,2.0,0.0,180.9,180.9,180.9,180.9,1.0,0.0,2.0,0.0,270.2,270.2,270.2,270.2,1.0,0.0,2.0,0.0,98.3,98.3,98.3,98.3,1.0,0.0,2.0,0.0,187.6,187.6,187.6,187.6,1.0,0.0,2.0,0.0,68.3,68.3,68.3,68.3,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.9,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,1.0,0.0,18.0,1.0,-12.04,-12.04,-12.04,-12.04,1.0,0.0,18.0,1.0,-6.95,-6.95,-6.95,-6.95,1.0,0.0,18.0,1.0,1009.4,1009.4,1009.4,1009.4,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.9,21.3,-1.4,-0.1,1.6,0.07,143.0,1.41,14.0,0.5,-1.9,0.0,1.2,-0.4,113.0,2.5,12.0,0.5,4.48,5.39,6.71,5.59,3.0,1.64,8.0,0.7,48.4,62.4,76.4,62.4,2.0,29.0,12.0,1.0,24.1,24.3,24.6,24.33,143.0,0.3,14.0,0.5,22.4,24.3,25.76,24.07,155.0,1.6,16.0,0.5,13.84,14.29,14.45,14.15,3.0,0.46,8.0,0.7,69.8,70.7,75.9,72.8,3.0,4.9,8.0,0.7,0.5,1.0,3.54,1.97,153.0,2.52,16.0,0.5,-1.14,-0.26,0.34,-0.61,153.0,2.36,16.0,0.5,-1.24,-0.17,1.49,0.03,153.0,2.08,16.0,0.5,1011.0,1013.3,1015.7,1013.44,176.0,2.26,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,-26.1,-4.3,8.0,-17.6,125.0,58.3,14.0,0.5,-23.0,0.0,35.1,0.9,125.0,38.7,14.0,0.5,-203.4,-167.4,-131.4,-167.4,2.0,74.6,12.0,1.0,15.3,48.1,80.9,48.1,2.0,68.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.9,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,18.5,18.5,18.5,1.0,0.0,6.0,1.0,-14.17,-14.17,-14.17,-14.17,1.0,0.0,6.0,1.0,-11.89,-11.89,-11.89,-11.89,1.0,0.0,6.0,1.0,1007.0,1007.0,1007.0,1007.0,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.8,-17.4,-0.3,-0.3,-0.3,-0.3,1.0,0.0,10.0,1.0,-2.7,-2.7,-2.7,-2.7,1.0,0.0,10.0,1.0,4.69,4.69,4.69,4.69,1.0,0.0,10.0,1.0,42.2,42.2,42.2,42.2,1.0,0.0,10.0,1.0,28.8,28.8,28.8,28.8,1.0,0.0,10.0,1.0,29.1,29.1,29.1,29.1,1.0,0.0,10.0,1.0,20.2,20.2,20.2,20.2,1.0,0.0,10.0,1.0,80.0,80.0,80.0,80.0,1.0,0.0,10.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,10.0,1.0,-4.5,-4.5,-4.5,-4.5,1.0,0.0,10.0,1.0,-7.79,-7.79,-7.79,-7.79,1.0,0.0,10.0,1.0,1010.0,1010.0,1010.0,1010.0,1.0,0.0,10.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,10.0,1.0,-40.5,-40.5,-40.5,-40.5,1.0,0.0,10.0,1.0,-70.1,-70.1,-70.1,-70.1,1.0,0.0,10.0,1.0,-130.9,-130.9,-130.9,-130.9,1.0,0.0,10.0,1.0,-226.8,-226.8,-226.8,-226.8,1.0,0.0,10.0,1.0,-90.9,-90.9,-90.9,-90.9,1.0,0.0,10.0,1.0,-157.4,-157.4,-157.4,-157.4,1.0,0.0,10.0,1.0,-21.1,-21.1,-21.1,-21.1,1.0,0.0,10.0,1.0,-36.5,-36.5,-36.5,-36.5,1.0,0.0,10.0,1.0,729.0,729.0,729.0,729.0,1.0,0.0,10.0,1.0,730.0,730.0,730.0,730.0,1.0,0.0,10.0,1.0
2004,12,24060,-157.8,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,24.0,1.0,-167.3,-167.3,-167.3,-167.3,1.0,0.0,18.0,1.0,-96.6,-96.6,-96.6,-96.6,1.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.8,23.1,0.3,0.3,0.3,0.3,1.0,0.0,20.0,1.0,2.4,2.4,2.4,2.4,1.0,0.0,20.0,1.0,7.1,7.1,7.1,7.1,1.0,0.0,20.0,1.0,56.8,56.8,56.8,56.8,1.0,0.0,20.0,1.0,25.4,25.4,25.4,25.4,1.0,0.0,20.0,1.0,25.1,25.1,25.1,25.1,1.0,0.0,20.0,1.0,13.14,13.14,13.14,13.14,1.0,0.0,20.0,1.0,66.4,66.4,66.4,66.4,1.0,0.0,20.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,20.0,1.0,-6.13,-6.13,-6.13,-6.13,1.0,0.0,20.0,1.0,5.14,5.14,5.14,5.14,1.0,0.0,20.0,1.0,1013.8,1013.8,1013.8,1013.8,1.0,0.0,20.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,20.0,1.0,-49.0,-49.0,-49.0,-49.0,1.0,0.0,20.0,1.0,41.1,41.1,41.1,41.1,1.0,0.0,20.0,1.0,-153.8,-153.8,-153.8,-153.8,1.0,0.0,20.0,1.0,129.1,129.1,129.1,129.1,1.0,0.0,20.0,1.0,-80.5,-80.5,-80.5,-80.5,1.0,0.0,20.0,1.0,67.6,67.6,67.6,67.6,1.0,0.0,20.0,1.0,-43.5,-43.5,-43.5,-43.5,1.0,0.0,20.0,1.0,36.5,36.5,36.5,36.5,1.0,0.0,20.0,1.0,512.0,512.0,512.0,512.0,1.0,0.0,20.0,1.0,510.0,510.0,510.0,510.0,1.0,0.0,20.0,1.0
2004,12,24060,-157.8,50.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,26.0,0.0,-9.3,-9.3,-9.3,-9.3,1.0,0.0,26.0,0.0,0.41,0.41,0.41,0.41,1.0,0.0,26.0,0.0,3.8,3.8,3.8,3.8,1.0,0.0,26.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,26.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,26.0,0.0,5.71,5.71,5.71,5.71,1.0,0.0,26.0,0.0,87.2,87.2,87.2,87.2,1.0,0.0,26.0,0.0,9.3,9.3,9.3,9.3,1.0,0.0,26.0,0.0,-5.98,-5.98,-5.98,-5.98,1.0,0.0,26.0,0.0,7.12,7.12,7.12,7.12,1.0,0.0,26.0,0.0,1026.0,1026.0,1026.0,1026.0,1.0,0.0,26.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,26.0,0.0,-55.6,-55.6,-55.6,-55.6,1.0,0.0,26.0,0.0,66.3,66.3,66.3,66.3,1.0,0.0,26.0,0.0,-47.8,-47.8,-47.8,-47.8,1.0,0.0,26.0,0.0,57.0,57.0,57.0,57.0,1.0,0.0,26.0,0.0,-34.2,-34.2,-34.2,-34.2,1.0,0.0,26.0,0.0,40.7,40.7,40.7,40.7,1.0,0.0,26.0,0.0,-2.4,-2.4,-2.4,-2.4,1.0,0.0,26.0,0.0,2.9,2.9,2.9,2.9,1.0,0.0,26.0,0.0,804.5,804.5,804.5,804.5,1.0,0.0,26.0,0.0,805.0,805.0,805.0,805.0,1.0,0.0,26.0,0.0
2004,12,24060,-157.8,51.5,-2.5,-2.5,-2.5,-2.5,1.0,0.0,28.0,1.0,-46.2,-46.2,-46.2,-46.2,1.0,0.0,28.0,1.0,0.34,0.34,0.34,0.34,1.0,0.0,28.0,1.0,6.4,6.4,6.4,6.4,1.0,0.0,28.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,28.0,1.0,6.5,6.5,6.5,6.5,1.0,0.0,28.0,1.0,4.7,4.7,4.7,4.7,1.0,0.0,28.0,1.0,78.3,78.3,78.3,78.3,1.0,0.0,28.0,1.0,18.5,18.5,18.5,18.5,1.0,0.0,28.0,1.0,-6.33,-6.33,-6.33,-6.33,1.0,0.0,28.0,1.0,17.38,17.38,17.38,17.38,1.0,0.0,28.0,1.0,1010.0,1010.0,1010.0,1010.0,1.0,0.0,28.0,1.0,8.0,8.0,8.0,8.0,1.0,0.0,28.0,1.0,-117.1,-117.1,-117.1,-117.1,1.0,0.0,28.0,1.0,321.6,321.6,321.6,321.6,1.0,0.0,28.0,1.0,-41.1,-41.1,-41.1,-41.1,1.0,0.0,28.0,1.0,113.0,113.0,113.0,113.0,1.0,0.0,28.0,1.0,-29.7,-29.7,-29.7,-29.7,1.0,0.0,28.0,1.0,81.7,81.7,81.7,81.7,1.0,0.0,28.0,1.0,-2.2,-2.2,-2.2,-2.2,1.0,0.0,28.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,28.0,1.0,6331.5,6331.5,6331.5,6331.5,1.0,0.0,28.0,1.0,6330.0,6330.0,6330.0,6330.0,1.0,0.0,28.0,1.0
2004,12,24060,-157.7,-20.2,0.3,0.3,0.3,0.3,1.0,0.0,18.0,0.0,2.6,2.6,2.6,2.6,1.0,0.0,18.0,0.0,3.76,3.76,3.76,3.76,1.0,0.0,18.0,0.0,32.7,32.7,32.7,32.7,1.0,0.0,18.0,0.0,27.3,27.3,27.3,27.3,1.0,0.0,18.0,0.0,27.0,27.0,27.0,27.0,1.0,0.0,18.0,0.0,19.0,19.0,19.0,19.0,1.0,0.0,18.0,0.0,85.2,85.2,85.2,85.2,1.0,0.0,18.0,0.0,8.7,8.7,8.7,8.7,1.0,0.0,18.0,0.0,-7.53,-7.53,-7.53,-7.53,1.0,0.0,18.0,0.0,4.35,4.35,4.35,4.35,1.0,0.0,18.0,0.0,1010.4,1010.4,1010.4,1010.4,1.0,0.0,18.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,18.0,0.0,-65.5,-65.5,-65.5,-65.5,1.0,0.0,18.0,0.0,37.8,37.8,37.8,37.8,1.0,0.0,18.0,0.0,-203.4,-203.4,-203.4,-203.4,1.0,0.0,18.0,0.0,117.5,117.5,117.5,117.5,1.0,0.0,18.0,0.0,-143.2,-143.2,-143.2,-143.2,1.0,0.0,18.0,0.0,82.7,82.7,82.7,82.7,1.0,0.0,18.0,0.0,-28.3,-28.3,-28.3,-28.3,1.0,0.0,18.0,0.0,16.3,16.3,16.3,16.3,1.0,0.0,18.0,0.0,658.5,658.5,658.5,658.5,1.0,0.0,18.0,0.0,660.0,660.0,660.0,660.0,1.0,0.0,18.0,0.0
2004,12,24060,-157.7,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,2.0,0.0,16.0,0.0,19.9,19.9,19.9,19.9,1.0,0.0,4.0,0.0,16.7,16.7,16.7,16.7,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12,24060,-157.7,29.6,-0.26,3.5,7.0,3.38,4.0,4.19,16.0,0.0,-2.9,21.7,43.4,20.3,4.0,26.7,16.0,0.0,2.69,6.89,10.9,6.8,4.0,4.74,16.0,0.0,30.7,49.6,67.6,49.2,4.0,21.3,16.0,0.0,20.71,22.75,24.0,22.38,4.0,1.97,16.0,0.0,17.0,18.5,21.05,19.0,4.0,2.45,16.0,0.0,7.53,9.8,12.55,10.03,4.0,2.91,16.0,0.0,63.4,71.4,81.3,72.3,4.0,10.4,16.0,0.0,6.2,8.6,11.42,8.8,4.0,3.02,16.0,0.0,-7.68,-4.75,3.55,-2.19,4.0,9.23,16.0,0.0,-3.99,-0.11,3.91,-0.04,4.0,4.55,16.0,0.0,1014.33,1020.85,1022.6,1018.58,4.0,5.95,16.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,16.0,0.0,-73.6,-29.4,54.5,-10.4,4.0,102.2,16.0,0.0,-24.7,8.3,44.7,9.9,4.0,40.0,16.0,0.0,-157.6,-80.7,77.7,-41.8,4.0,188.8,16.0,0.0,-67.7,6.5,81.8,7.0,4.0,86.3,16.0,0.0,-87.4,-35.8,53.1,-18.0,4.0,111.4,16.0,0.0,-30.0,9.3,48.8,9.4,4.0,45.5,16.0,0.0,-51.8,-40.8,0.5,-26.4,4.0,37.7,16.0,0.0,-43.5,-16.6,10.5,-16.5,4.0,31.2,16.0,0.0,238.5,784.5,1494.5,862.5,4.0,732.0,16.0,0.0,240.0,785.0,1495.0,865.0,4.0,730.0,16.0,0.0
2004,12,24060,-157.7,48.8,0.6,0.6,0.6,0.6,1.0,0.0,20.0,0.0,6.8,6.8,6.8,6.8,1.0,0.0,20.0,0.0,0.37,0.37,0.37,0.37,1.0,0.0,20.0,0.0,4.2,4.2,4.2,4.2,1.0,0.0,20.0,0.0,8.8,8.8,8.8,8.8,1.0,0.0,20.0,0.0,8.2,8.2,8.2,8.2,1.0,0.0,20.0,0.0,6.68,6.68,6.68,6.68,1.0,0.0,20.0,0.0,98.6,98.6,98.6,98.6,1.0,0.0,20.0,0.0,11.3,11.3,11.3,11.3,1.0,0.0,20.0,0.0,-7.26,-7.26,-7.26,-7.26,1.0,0.0,20.0,0.0,8.66,8.66,8.66,8.66,1.0,0.0,20.0,0.0,1007.0,1007.0,1007.0,1007.0,1.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-59.6,-59.6,-59.6,-59.6,1.0,0.0,20.0,0.0,71.0,71.0,71.0,71.0,1.0,0.0,20.0,0.0,-48.5,-48.5,-48.5,-48.5,1.0,0.0,20.0,0.0,57.8,57.8,57.8,57.8,1.0,0.0,20.0,0.0,-2.7,-2.7,-2.7,-2.7,1.0,0.0,20.0,0.0,3.2,3.2,3.2,3.2,1.0,0.0,20.0,0.0,1443.0,1443.0,1443.0,1443.0,1.0,0.0,20.0,0.0,1445.0,1445.0,1445.0,1445.0,1.0,0.0,20.0,0.0
2004,12,24060,-157.6,-35.8,0.08,0.25,0.42,0.25,2.0,0.35,12.0,1.0,0.6,1.8,2.9,1.8,2.0,2.5,12.0,1.0,1.6,1.87,2.14,1.87,2.0,0.56,12.0,1.0,16.4,17.5,18.7,17.5,2.0,2.4,12.0,1.0,20.16,20.5,20.84,20.5,2.0,0.71,12.0,1.0,19.74,20.25,20.76,20.25,2.0,1.06,12.0,1.0,12.48,13.12,13.76,13.12,2.0,1.32,12.0,1.0,87.7,88.8,90.0,88.8,2.0,2.4,12.0,1.0,7.95,10.0,12.05,10.0,2.0,4.24,12.0,1.0,-3.43,-1.12,1.19,-1.12,2.0,4.78,12.0,1.0,-9.92,-3.72,2.48,-3.72,2.0,12.84,12.0,1.0,1011.32,1014.8,1018.28,1014.8,2.0,7.21,12.0,1.0,2.1,4.5,6.9,4.5,2.0,4.9,12.0,1.0,-21.8,-1.1,19.7,-1.1,2.0,43.0,12.0,1.0,-134.1,-64.4,5.2,-64.4,2.0,144.2,12.0,1.0,-66.3,-20.2,26.0,-20.2,2.0,95.6,12.0,1.0,-209.6,-82.1,45.3,-82.1,2.0,264.0,12.0,1.0,-41.1,-11.5,18.0,-11.5,2.0,61.2,12.0,1.0,-141.0,-57.3,26.4,-57.3,2.0,173.4,12.0,1.0,-8.0,-3.4,1.2,-3.4,2.0,9.6,12.0,1.0,-14.0,-3.4,7.2,-3.4,2.0,22.0,12.0,1.0,637.0,1270.0,1903.0,1270.0,2.0,1311.0,12.0,1.0,635.0,1270.0,1905.0,1270.0,2.0,1310.0,12.0,1.0
2004,12,24060,-157.6,-22.1,1.65,1.8,3.16,2.38,4.0,1.29,26.0,0.5,11.3,17.8,25.0,18.1,4.0,10.3,26.0,0.5,6.71,7.3,8.17,7.43,4.0,0.99,26.0,0.5,40.1,61.7,72.8,56.7,4.0,21.7,26.0,0.5,27.85,28.0,28.15,28.0,4.0,0.18,26.0,0.5,23.69,26.0,26.47,25.26,5.0,1.49,22.0,0.6,15.35,15.93,17.05,16.13,5.0,1.0,22.0,0.6,75.2,81.1,86.0,80.5,5.0,6.7,22.0,0.6,5.7,9.0,10.8,8.18,5.0,3.21,22.0,0.6,-10.15,-3.08,-1.94,-5.29,5.0,4.61,22.0,0.6,2.15,3.69,7.66,4.5,5.0,3.52,22.0,0.6,1009.16,1009.6,1014.12,1011.26,5.0,2.7,22.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,-268.7,-79.4,-46.5,-138.1,5.0,123.5,22.0,0.6,56.8,98.3,180.9,110.5,5.0,82.9,22.0,0.6,-173.0,-48.1,-28.8,-88.2,5.0,80.4,22.0,0.6,36.6,64.2,121.1,73.1,5.0,54.8,22.0,0.6,-68.4,-45.8,-12.7,-40.8,4.0,33.6,26.0,0.5,8.8,24.8,40.9,24.8,4.0,24.1,26.0,0.5,248.0,729.0,1259.5,730.5,5.0,543.0,22.0,0.6,250.0,730.0,1260.0,730.0,5.0,545.0,22.0,0.6
2004,12,24060,-157.6,-16.4,-0.17,0.1,0.37,0.1,2.0,0.57,10.0,1.0,-1.4,0.8,3.0,0.8,2.0,4.5,10.0,1.0,4.52,4.59,4.65,4.59,2.0,0.14,10.0,1.0,36.2,36.7,37.2,36.7,2.0,1.1,10.0,1.0,28.83,28.9,28.97,28.9,2.0,0.14,10.0,1.0,28.6,28.8,29.0,28.8,2.0,0.42,10.0,1.0,20.28,20.45,20.62,20.45,2.0,0.35,10.0,1.0,80.8,82.4,84.1,82.4,2.0,3.4,10.0,1.0,8.0,8.0,8.0,8.0,2.0,0.0,10.0,1.0,-3.8,-3.37,-2.94,-3.37,2.0,0.89,10.0,1.0,-7.42,-7.22,-7.02,-7.22,2.0,0.42,10.0,1.0,1009.83,1009.9,1009.97,1009.9,2.0,0.14,10.0,1.0,4.2,4.5,4.8,4.5,2.0,0.7,10.0,1.0,-30.4,-26.9,-23.5,-26.9,2.0,7.1,10.0,1.0,-59.4,-57.8,-56.2,-57.8,2.0,3.3,10.0,1.0,-110.3,-97.2,-84.1,-97.2,2.0,27.2,10.0,1.0,-212.2,-207.9,-203.6,-207.9,2.0,8.9,10.0,1.0,-77.0,-68.7,-60.5,-68.7,2.0,17.1,10.0,1.0,-153.1,-147.8,-142.4,-147.8,2.0,11.1,10.0,1.0,-17.7,-15.5,-13.3,-15.5,2.0,4.6,10.0,1.0,-33.5,-33.1,-32.7,-33.1,2.0,0.9,10.0,1.0,512.0,512.0,512.0,512.0,2.0,0.0,10.0,1.0,510.0,510.0,510.0,510.0,2.0,0.0,10.0,1.0
